prophage_contig_name,all_activate_count,stool_activate_count,capsule_activate_count,saliva_activate_count,all_dormant_count,stool_dormant_count,capsule_dormant_count,saliva_dormant_count,all_undetected_count,stool_undetected_count,capsule_undetected_count,saliva_undetected_count,all_active_sample,contig,sample,bin_name,fastani_classification,checkm_marker_lineage,taxonomy,annotated,active
G5_2-k141_102893,0,0,0,0,162,41,110,11,97,17,62,18,NA,k141_102893,G5_2,G5_2.bin.35,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,yes,yes
G5_2-k141_134259,0,0,0,0,182,57,115,10,77,1,57,19,NA,NA,NA,NA,NA,NA,NA,no,no
G5_2-k141_23463,0,0,0,0,238,58,151,29,21,0,21,0,NA,k141_23463,G5_2,G5_2.bin.35,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,yes,no
G5_2-k141_2732,1,0,1,0,215,58,155,2,43,0,16,27,F13_2,NA,NA,NA,NA,NA,NA,no,yes
G5_2-k141_63066,3,0,3,0,207,58,136,13,49,0,33,16,"D13_2,D17_2,F13_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
G5_2-k141_64029,0,0,0,0,226,57,140,29,33,1,32,0,NA,NA,NA,NA,NA,NA,NA,no,no
G5_2-k141_73734,1,0,1,0,248,58,162,28,10,0,9,1,F7_2,k141_73734,G5_2,G5_2.bin.39,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
G5_2-k141_81323,1,0,1,0,220,58,141,21,38,0,30,8,F7_2,k141_81323,G5_2,G5_2.bin.39,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
G6_2-k141_9077,2,0,2,0,182,48,107,27,75,10,63,2,"G18_2,G20_2",NA,NA,NA,NA,NA,NA,no,yes
G7_2-k141_60263,1,0,1,0,226,58,147,21,32,0,24,8,F7_2,k141_60263,G7_2,G7_2.bin.10,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,yes
G7_2-k141_68955,0,0,0,0,209,56,133,20,50,2,39,9,NA,k141_68955,G7_2,G7_2.bin.10,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,no
G8_2-k141_22144,0,0,0,0,188,49,110,29,71,9,62,0,NA,NA,NA,NA,NA,NA,NA,no,no
G9_1-k141_20941,0,0,0,0,243,58,156,29,16,0,16,0,NA,NA,NA,NA,NA,NA,NA,no,no
G9_1-k141_34936,0,0,0,0,153,48,104,1,106,10,68,28,NA,k141_34936,G9_1,G9_1.bin.7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,p__Bacteroidetes (UID2605),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,yes,no
G9_1-k141_37639,0,0,0,0,236,58,149,29,23,0,23,0,"G21_1,I1_1,N21_1",k141_37639,G9_1,G9_1.bin.5,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__,c__Deltaproteobacteria (UID3218),d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__,yes,yes
G9_2-k141_108738,8,1,7,0,233,57,147,29,18,0,18,0,"D13_2,D17_2,D19_2,D21_2,D23_2,F13_2,F15_2,F3_2,F7_2,G1_2",NA,NA,NA,NA,NA,NA,no,yes
G9_2-k141_40050,0,0,0,0,177,52,124,1,82,6,48,28,NA,NA,NA,NA,NA,NA,NA,no,no
G9_2-k141_47891,0,0,0,0,204,57,138,9,55,1,34,20,NA,NA,NA,NA,NA,NA,NA,no,no
G9_2-k141_66817,0,0,0,0,129,52,73,4,130,6,99,25,NA,NA,NA,NA,NA,NA,NA,no,yes
G9_2-k141_74477,2,0,2,0,187,53,127,7,70,5,43,22,"D17_2,D21_2",NA,NA,NA,NA,NA,NA,no,yes
G9_2-k141_99736,4,0,4,0,237,58,155,24,18,0,13,5,"D17_2,D21_2,F13_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
H11_2-k141_27289,0,0,0,0,227,53,145,29,32,5,27,0,NA,NA,NA,NA,NA,NA,NA,no,yes
H11_2-k141_40405,1,0,1,0,238,58,151,29,20,0,20,0,"E15_1,K19_1",k141_40405,H11_2,H11_2.bin.1,NA,o__Bacteroidales (UID2654),o__Bacteroidales (UID2654),yes,no
H11_2-k141_45755,2,0,2,0,216,53,134,29,41,5,36,0,"H11_2,H23_2",NA,NA,NA,NA,NA,NA,no,yes
H17_2-k141_13799,0,0,0,0,146,42,76,28,113,16,96,1,NA,NA,NA,NA,NA,NA,NA,no,no
H19_2-k141_89040,0,0,0,0,214,58,151,5,45,0,21,24,NA,k141_89040,H19_2,H19_2.bin.22,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,no
H1_2-k141_18149,0,0,0,0,199,53,140,6,60,5,32,23,NA,NA,NA,NA,NA,NA,NA,no,no
H1_2-k141_31690,1,0,1,0,227,56,144,27,31,2,27,2,"H9_2,J3_2",NA,NA,NA,NA,NA,NA,no,yes
H1_2-k141_45419,0,0,0,0,148,40,93,15,111,18,79,14,NA,NA,NA,NA,NA,NA,NA,no,no
H1_2-k141_5508,0,0,0,0,167,45,106,16,92,13,66,13,NA,NA,NA,NA,NA,NA,NA,no,yes
H1_2-k141_63394,0,0,0,0,192,57,135,0,67,1,37,29,NA,NA,NA,NA,NA,NA,NA,no,no
H23_2-k141_19616,0,0,0,0,199,48,137,14,60,10,35,15,NA,k141_19616,H23_2,H23_2.bin.9,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__,c__Deltaproteobacteria (UID3218),d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__,yes,no
H23_2-k141_4257,0,0,0,0,223,58,136,29,36,0,36,0,NA,NA,NA,NA,NA,NA,NA,no,no
H23_2-k141_46560,0,0,0,0,240,58,154,28,19,0,18,1,NA,k141_46560,H23_2,H23_2.bin.16,NA,o__Selenomonadales (UID1024),o__Selenomonadales (UID1024),yes,no
I11_1-k141_38946,0,0,0,0,251,58,164,29,8,0,8,0,"I1_1,I5_1,N21_1",k141_38946,I11_1,I11_1.bin.17,NA,o__Bacteroidales (UID2621),o__Bacteroidales (UID2621),yes,yes
I14_2-k141_5438,0,0,0,0,256,58,169,29,3,0,3,0,NA,k141_5438,I14_2,I14_2.bin.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715,k__Bacteria (UID2372),d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715,yes,no
I15_1-k141_13679,6,2,4,0,201,56,129,16,52,0,39,13,"E14_2,E20_2,E2_2,E4_2,E6_2,E8_2,G17_2,G19_2,G21_1,I1_1,M15_2,M5_2,N21_1",k141_13679,I15_1,I15_1.bin.10,NA,o__Bacteroidales (UID2654),o__Bacteroidales (UID2654),yes,yes
I15_2-k141_158943,0,0,0,0,105,29,47,29,154,29,125,0,NA,NA,NA,NA,NA,NA,NA,no,no
I15_2-k141_259399,0,0,0,0,255,58,168,29,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,no,no
I15_2-k141_76647,0,0,0,0,95,12,54,29,164,46,118,0,NA,NA,NA,NA,NA,NA,NA,no,no
I16_2-k141_2278,2,2,0,0,101,29,59,13,156,27,113,16,"A19_2,A21_2",k141_2278,I16_2,I16_2.bin.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B,o__Lactobacillales (UID544),d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B,yes,yes
I16_2-k141_3270,0,0,0,0,256,58,169,29,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,no,no
I17_2-k141_194087,0,0,0,0,131,21,81,29,128,37,91,0,NA,NA,NA,NA,NA,NA,NA,no,no
I17_2-k141_206337,0,0,0,0,74,17,28,29,185,41,144,0,NA,NA,NA,NA,NA,NA,NA,no,no
I17_2-k141_290777,0,0,0,0,37,4,4,29,222,54,168,0,NA,k141_290777,I17_2,I17_2.bin.37,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga granulosa,p__Bacteroidetes (UID2605),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga granulosa,yes,no
I17_2-k141_302868,0,0,0,0,259,58,172,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,no,no
I17_2-k141_87820,0,0,0,0,206,54,123,29,53,4,49,0,NA,k141_87820,I17_2,I17_2.bin.10,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella shahii,g__Prevotella (UID2724),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella shahii,yes,no
I1_1-k141_2715,2,0,2,0,224,58,158,8,33,0,12,21,"E3_1,G13_1,G15_1,G21_1,G23_1,I1_1,I21_1,K13_1,K15_1,K17_1,K19_1,L21_1,N21_1",NA,NA,NA,NA,NA,NA,no,yes
I1_1-k141_97406,0,0,0,0,191,47,115,29,68,11,57,0,NA,k141_97406,I1_1,I1_1.bin.21,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,g__Streptococcus (UID684),d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,yes,no
I1_2-k141_108788,1,0,1,0,243,58,156,29,15,0,15,0,G18_2,NA,NA,NA,NA,NA,NA,no,yes
I1_2-k141_109066,0,0,0,0,246,58,161,27,13,0,11,2,NA,NA,NA,NA,NA,NA,NA,no,yes
I1_2-k141_126489,0,0,0,0,235,58,150,27,24,0,22,2,NA,NA,NA,NA,NA,NA,NA,no,yes
I1_2-k141_198491,13,1,12,0,173,53,95,25,73,4,65,4,"C3_2,J17_2,K14_2,K16_2,K20_2,K22_2,M10_2,M12_2,M14_2,M18_2,M2_2,M6_2,M8_2",k141_198491,I1_2,I1_2.bin.29,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
I1_2-k141_34440,5,0,5,0,244,58,157,29,10,0,10,0,"K12_2,K16_2,K22_2,M10_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
I22_2-k141_19457,0,0,0,0,228,58,162,8,31,0,10,21,NA,NA,NA,NA,NA,NA,NA,no,no
I22_2-k141_3934,0,0,0,0,227,58,159,10,32,0,13,19,NA,NA,NA,NA,NA,NA,NA,no,no
I23_1-k141_12412,3,0,3,0,236,58,149,29,20,0,20,0,"E2_2,E5_1,J19_2,O14_2,O2_2",NA,NA,NA,NA,NA,NA,no,yes
I23_1-k141_17584,0,0,0,0,198,55,114,29,61,3,58,0,NA,NA,NA,NA,NA,NA,NA,no,no
I23_1-k141_23869,0,0,0,0,176,58,114,4,83,0,58,25,NA,NA,NA,NA,NA,NA,NA,no,no
I2_2-k141_38730,5,0,5,0,179,50,116,13,75,8,51,16,"G10_2,G18_2,G20_2,G22_2,J13_2",k141_38730,I2_2,I2_2.bin.8,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,yes
I4_2-k141_104898,0,0,0,0,246,58,160,28,13,0,12,1,NA,NA,NA,NA,NA,NA,NA,no,no
I4_2-k141_13131,0,0,0,0,232,58,161,13,27,0,11,16,NA,NA,NA,NA,NA,NA,NA,no,yes
I4_2-k141_23829,5,2,3,0,204,56,138,10,50,0,31,19,"E13_2,E15_2,G10_2,G14_2,J11_2",NA,NA,NA,NA,NA,NA,no,yes
I4_2-k141_41503,0,0,0,0,250,58,163,29,9,0,9,0,NA,NA,NA,NA,NA,NA,NA,no,no
I4_2-k141_77277,0,0,0,0,246,58,159,29,13,0,13,0,NA,NA,NA,NA,NA,NA,NA,no,yes
I4_2-k141_8218,1,0,1,0,246,58,161,27,12,0,10,2,G20_2,k141_8218,I4_2,I4_2.bin.36,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,f__Lachnospiraceae (UID1286),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,yes,yes
I4_2-k141_98913,1,0,1,0,148,48,97,3,110,10,74,26,O13_1,k141_98913,I4_2,I4_2.bin.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,k__Bacteria (UID203),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,yes,yes
I8_2-k141_39508,0,0,0,0,224,58,137,29,35,0,35,0,NA,k141_39508,I8_2,I8_2.bin.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici,o__Lactobacillales (UID462),d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici,yes,no
I8_2-k141_50871,0,0,0,0,231,58,144,29,28,0,28,0,NA,k141_50871,I8_2,I8_2.bin.10,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus,o__Lactobacillales (UID462),d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus,yes,no
J11_2-k141_25779,0,0,0,0,160,50,89,21,99,8,83,8,NA,k141_25779,J11_2,J11_2.bin.8,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus,yes,no
J11_2-k141_33203,6,0,6,0,239,58,152,29,14,0,14,0,"G18_2,G20_2,G22_2,G2_2,G6_2,J13_2",k141_33203,J11_2,J11_2.bin.20,NA,f__Veillonellaceae (UID1032),f__Veillonellaceae (UID1032),yes,yes
J11_2-k141_68036,0,0,0,0,145,43,74,28,114,15,98,1,NA,NA,NA,NA,NA,NA,NA,no,no
J13_2-k141_9357,2,0,2,0,253,58,166,29,4,0,4,0,"G18_2,G22_2",k141_9357,J13_2,J13_2.bin.3,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,yes
J15_1-k141_25736,0,0,0,0,246,58,159,29,13,0,13,0,O21_1,k141_25736,J15_1,J15_1.bin.5,NA,f__Lachnospiraceae (UID1256),f__Lachnospiraceae (UID1256),yes,yes
J15_1-k141_43992,0,0,0,0,99,31,68,0,160,27,104,29,NA,k141_43992,J15_1,J15_1.bin.9,NA,f__Enterobacteriaceae (UID5124),f__Enterobacteriaceae (UID5124),yes,no
J15_1-k141_52399,0,0,0,0,225,51,145,29,34,7,27,0,NA,k141_52399,J15_1,J15_1.bin.1,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
J17_2-k141_56195,0,0,0,0,209,53,143,13,50,5,29,16,NA,NA,NA,NA,NA,NA,NA,no,no
J19_2-k141_100278,0,0,0,0,199,54,125,20,60,4,47,9,NA,NA,NA,NA,NA,NA,NA,no,no
J19_2-k141_100633,0,0,0,0,57,7,41,9,202,51,131,20,NA,NA,NA,NA,NA,NA,NA,no,no
J19_2-k141_50463,0,0,0,0,67,15,49,3,192,43,123,26,NA,NA,NA,NA,NA,NA,NA,no,no
J19_2-k141_63453,0,0,0,0,22,5,17,0,237,53,155,29,NA,NA,NA,NA,NA,NA,NA,no,no
J19_2-k141_736,0,0,0,0,79,17,62,0,180,41,110,29,NA,NA,NA,NA,NA,NA,NA,no,no
J21_2-k141_1873,9,0,9,0,224,58,138,28,26,0,25,1,"B1_2,J19_2,O10_2,O14_2,O16_2,O22_2,O2_2,O4_2,O8_2",k141_1873,J21_2,J21_2.bin.11,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,yes
J21_2-k141_2069,8,0,8,0,181,41,112,28,70,17,52,1,"F15_1,F23_1,H15_1,H23_1,J15_1,L15_1,L23_1,O13_1,O17_1,O19_1,O21_1,O23_1",k141_2069,J21_2,J21_2.bin.11,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,yes
J21_2-k141_3283,0,0,0,0,204,50,125,29,55,8,47,0,NA,k141_3283,J21_2,J21_2.bin.11,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
J21_2-k141_34905,0,0,0,0,234,57,148,29,25,1,24,0,NA,NA,NA,NA,NA,NA,NA,no,no
J23_1-k141_103108,4,0,4,0,217,58,149,10,38,0,19,19,"H23_1,J23_1,L15_1,O17_1,O19_1,O21_1,O23_1",NA,NA,NA,NA,NA,NA,no,yes
J23_1-k141_32459,0,0,0,0,191,58,132,1,68,0,40,28,NA,NA,NA,NA,NA,NA,NA,no,yes
J23_1-k141_41300,4,0,4,0,248,58,161,29,7,0,7,0,"F23_1,H15_1,H23_1,L23_1,O17_1,O19_1,O23_1",k141_41300,J23_1,J23_1.bin.10,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,o__Bacteroidales (UID2657),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,yes,yes
J3_2-k141_14649,2,0,2,0,216,58,155,3,41,0,15,26,"H1_2,H3_2",NA,NA,NA,NA,NA,NA,no,yes
J3_2-k141_17899,0,0,0,0,215,58,151,6,44,0,21,23,NA,NA,NA,NA,NA,NA,NA,no,no
